"","region","site","date","start_time","end_time","capture_time","swab_id","correct_capture_time"
"290","El Cope","Rio Marta","6/20/2015",12:08:00,14:50:00,15:11:00,"150620_08",""
"291","El Cope","Rio Marta","6/20/2015",15:50:00,17:56:00,18:06:00,"150620_15",""
"292","El Cope","Rio Marta","6/22/2015",19:44:00,21:08:00,21:22:00,"150622_43",""
"293","El Cope","Rio Marta","6/23/2015",08:05:00,11:03:00,11:11:00,"150623_16",""
"294","El Cope","Rio Marta","1/13/2016",13:52:00,15:42:00,15:51:00,"160113_05",""
"295","El Cope","Rio Marta","1/14/2016",09:39:00,11:50:00,11:53:00,"160114_05",""
"296","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,22:56:00,"160704_A17",""
"297","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,23:30:00,"160704_A18",""
"298","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,23:30:00,"160704_A19",""
"299","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,23:30:00,"160704_A20",""
"300","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,23:30:00,"160704_A21",""
"301","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,23:30:00,"160704_A22",""
"302","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,23:30:00,"160704_A23",""
"303","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,23:30:00,"160704_A24",""
"304","El Cope","Rio Marta","7/4/2016",19:30:00,22:46:00,23:30:00,"160704_A25",""
"305","El Cope","Rio Marta","7/4/2016",13:25:00,16:08:00,16:10:00,"160704_G10",""
"306","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,19:54:00,"160704_G11",""
"307","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,19:56:00,"160704_G12",""
"308","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,20:15:00,"160704_G13",""
"309","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,20:34:00,"160704_G14",""
"310","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,20:50:00,"160704_G15",""
"311","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,21:13:00,"160704_G16",""
"312","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,21:33:00,"160704_G17",""
"313","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,21:48:00,"160704_G18",""
"314","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,21:48:00,"160704_G19",""
"315","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,21:54:00,"160704_G20",""
"316","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,22:03:00,"160704_G21",""
"317","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,22:21:00,"160704_G22",""
"318","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,22:25:00,"160704_G23",""
"319","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,22:38:00,"160704_G24",""
"320","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,22:47:00,"160704_G25",""
"321","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,23:34:00,"160704_G26",""
"322","El Cope","Rio Marta","7/4/2016",19:45:00,00:16:00,23:48:00,"160704_G27",""
"323","El Cope","Rio Marta","7/5/2016",10:05:00,13:35:00,13:55:00,"160705_A14",""
"324","El Cope","Rio Marta","7/6/2016",08:40:00,12:34:00,12:44:00,"160706_A13",""
"325","El Cope","Rio Marta","7/6/2016",08:40:00,12:34:00,12:53:00,"160706_A14",""
"326","El Cope","Rio Marta","7/6/2016",08:40:00,12:34:00,14:10:00,"160706_A15",""
"327","El Cope","Rio Marta","7/6/2016",10:03:00,13:14:00,13:37:00,"160706_G14",""
"328","El Cope","Rio Marta","11/26/2018",16:30:00,17:55:00,18:20:00,"181126_09",""
"329","El Cope","Rio Marta","11/27/2018",09:43:00,12:40:00,13:08:00,"181127_03",""
"330","El Cope","Rio Marta","11/27/2018",09:43:00,12:40:00,13:45:00,NA,""
"331","El Cope","Rio Marta","11/27/2018",09:43:00,12:40:00,13:55:00,NA,""
"332","El Cope","Rio Marta","11/27/2018",09:43:00,12:40:00,12:50:00,NA,""
"333","El Cope","Rio Marta","11/27/2018",09:43:00,12:40:00,13:20:00,NA,""
"334","El Cope","Rio Marta","11/27/2018",09:43:00,12:40:00,13:35:00,NA,""
"335","El Cope","Rio Marta","11/27/2018",09:43:00,12:40:00,13:05:00,NA,""
"336","El Cope","Rio Marta","11/28/2018",11:27:00,13:42:00,13:50:00,"181128_06",""
"337","El Cope","Rio Tigrero","12/15/2012",10:45:00,16:00:00,16:32:00,"121215_06",""
"338","El Cope","Rio Tigrero","12/5/2013",11:48:00,13:22:00,14:03:00,"131205_03",""
"339","El Cope","Rio Tigrero","12/6/2013",12:00:00,14:00:00,14:58:00,"131206_06",""
"340","El Cope","Rio Tigrero","12/6/2013",12:00:00,14:00:00,15:38:00,"131206_07",""
"341","El Cope","Rio Tigrero","12/6/2013",12:00:00,14:00:00,15:38:00,"131206_08",""
"342","El Cope","Rio Tigrero","12/6/2013",12:00:00,14:00:00,15:30:00,"131206_09",""
"343","El Cope","Rio Tigrero","12/6/2013",12:00:00,14:00:00,16:00:00,"131206_10",""
"344","El Cope","Rio Tigrero","7/1/2016",10:54:00,12:34:00,12:38:00,"160701_A04",""
"345","El Cope","Rio Tigrero","11/20/2018",15:16:00,16:30:00,16:35:00,NA,""
"346","El Cope","Rio Tigrero","11/22/2018",10:28:00,13:26:00,13:30:00,NA,""
"347","Caribbean","Sargentita","6/26/2013",11:00:00,12:36:00,13:30:00,"130626_A02",""
"348","Caribbean","Sargentita","6/26/2013",11:00:00,12:36:00,14:10:00,"130626_A03",""
"349","Caribbean","Sargentita","6/26/2013",19:40:00,21:25:00,21:53:00,"130626_A04",""
"350","Caribbean","Sargentita","6/27/2013",11:00:00,12:26:00,13:26:00,"130627_A06",""
"351","Caribbean","Sargentita","6/27/2013",11:00:00,12:26:00,14:00:00,"130627_A07",""
"352","Caribbean","Sargentita","6/27/2013",11:00:00,12:26:00,14:39:00,"130627_A08",""
"353","Caribbean","Sargentita","6/27/2013",11:00:00,12:26:00,14:56:00,"130627_A09",""
"354","Caribbean","Sargentita","6/27/2013",11:00:00,12:26:00,15:17:00,"130627_A10",""
"355","Caribbean","Sargentita","6/27/2013",11:00:00,12:26:00,15:39:00,"130627_A11",""
"356","Caribbean","Sargentita","6/28/2013",14:28:00,15:37:00,16:24:00,"130628_A05",""
"357","Caribbean","Sargentita","6/28/2013",14:28:00,15:37:00,16:33:00,"130628_A06",""
"358","Caribbean","Sargentita","6/28/2013",14:28:00,15:37:00,16:43:00,"130628_A07",""
"359","Caribbean","Sargentita","6/28/2013",14:28:00,15:37:00,17:00:00,"130628_A08",""
"360","Caribbean","Sargentita","6/28/2013",14:28:00,15:37:00,17:12:00,"130628_A09",""
"361","Caribbean","Sargentita","6/20/2014",11:24:00,15:30:00,15:56:00,"140620_A05",""
"362","Caribbean","Sargentita","7/22/2015",08:32:00,12:30:00,13:10:00,"150722_05",""
"363","Caribbean","Sargentita","7/22/2015",20:26:00,22:20:00,22:25:00,"150722_09",""
"364","Caribbean","Sargentita","7/22/2015",20:26:00,22:20:00,22:59:00,"150722_10",""
"365","Caribbean","Sargentita","7/22/2015",20:26:00,22:20:00,23:01:00,"150722_11",""
"366","Caribbean","Sargentita","7/24/2015",07:53:00,10:00:00,10:20:00,"150724_05",""
"367","Caribbean","Sargentita","7/24/2015",07:53:00,10:00:00,10:22:00,"150724_06",""
"368","Caribbean","Sargentita","1/25/2016",08:40:00,11:08:00,11:20:00,"160125_04",""
"369","Caribbean","Sargentita","1/25/2016",08:40:00,11:08:00,11:28:00,"160125_05",""
"370","Caribbean","Sargentita","7/22/2016",19:20:00,21:45:00,21:52:00,"160722_A19",""
"371","Caribbean","Sargentita","7/22/2016",19:20:00,21:45:00,22:19:00,"160722_A20",""
"372","Caribbean","Sargentita","7/23/2016",08:13:00,10:35:00,10:49:00,"160723_A06",""
"373","Caribbean","Sargentita","7/23/2016",08:13:00,10:35:00,11:11:00,"160723_A07",""
"374","Caribbean","Sargentita","12/9/2016",15:20:00,17:30:00,17:52:00,"161209_03",""
"375","Caribbean","Sargentita","12/9/2016",15:20:00,17:30:00,18:20:00,"161209_04",""
"376","Caribbean","Sargentita","12/10/2016",19:40:00,21:30:00,22:00:00,"161210_05",""
"377","El Cope","Sophia Stream","6/2/2013",09:30:00,11:33:00,11:40:00,"130602_A06",""
"378","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,21:31:00,"140618_R01",""
"379","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,21:55:00,"140618_R02",""
"380","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,21:59:00,"140618_R03",""
"381","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,22:21:00,"140618_R04",""
"382","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,22:45:00,"140618_R05",""
"383","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,22:50:00,"140618_R06",""
"384","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,23:59:00,"140618_R07",""
"385","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,00:37:00,"140618_R08",""
"386","El Cope","Sophia Stream","6/18/2014",21:22:00,00:16:00,00:45:00,"140618_R09",""
"387","El Cope","Sophia Stream","11/21/2016",21:00:00,22:40:00,22:50:00,"161121_15",""
"388","El Cope","Sophia Stream","11/13/2018",19:30:00,21:21:00,21:28:00,"181113_05",""
"389","El Cope","Sophia Stream","11/13/2018",19:30:00,21:21:00,21:29:00,"181113_06",""
"390","El Cope","Sophia Stream","11/13/2018",19:30:00,21:21:00,21:42:00,"181113_07",""
"391","El Cope","Sophia Stream","11/13/2018",19:30:00,21:21:00,21:47:00,"181113_08",""
"392","El Cope","Sophia Stream","11/13/2018",19:30:00,21:21:00,21:54:00,"181113_09",""
"393","El Valle","Sora","6/2/2016",10:30:00,13:00:00,14:00:00,"160602_G01",""
"394","El Valle","Sora","12/5/2018",12:45:00,14:10:00,14:20:00,"181205_03",""
