salinity_moredetail,salinity_insertunits,swab_id,survey_id,region,site,date,detection_type,survey_time
NA,NA,130623_J01,113,Fortuna,Alleman,2013-06-23T00:00:00Z,capture,night
NA,NA,130623_J02,113,Fortuna,Alleman,2013-06-23T00:00:00Z,capture,night
NA,NA,NA,113,Fortuna,Alleman,2013-06-23T00:00:00Z,call,night
NA,NA,NA,112,Fortuna,Alleman,2013-06-23T00:00:00Z,NA,day
NA,NA,130624_J03,117,Fortuna,Alleman,2013-06-24T00:00:00Z,capture,night
NA,NA,NA,117,Fortuna,Alleman,2013-06-24T00:00:00Z,call,night
NA,NA,NA,116,Fortuna,Alleman,2013-06-24T00:00:00Z,NA,day
NA,NA,NA,120,Fortuna,Alleman,2013-06-25T00:00:00Z,NA,day
NA,NA,NA,288,Fortuna,Alleman,2014-07-06T00:00:00Z,NA,day
NA,NA,140707_01,292,Fortuna,Alleman,2014-07-07T00:00:00Z,capture,night
NA,NA,140707_02,292,Fortuna,Alleman,2014-07-07T00:00:00Z,capture,night
NA,NA,140707_03,292,Fortuna,Alleman,2014-07-07T00:00:00Z,capture,night
NA,NA,140707_04,292,Fortuna,Alleman,2014-07-07T00:00:00Z,capture,night
NA,NA,140707_05,292,Fortuna,Alleman,2014-07-07T00:00:00Z,capture,night
NA,NA,140707_06,292,Fortuna,Alleman,2014-07-07T00:00:00Z,capture,night
NA,NA,NA,291,Fortuna,Alleman,2014-07-07T00:00:00Z,NA,day
NA,NA,NA,299,Fortuna,Alleman,2014-07-08T00:00:00Z,NA,day
NA,NA,NA,437,Fortuna,Alleman,2015-12-08T00:00:00Z,NA,day
NA,NA,151209_J01,446,Fortuna,Alleman,2015-12-09T00:00:00Z,capture,night
NA,NA,151209_J02,446,Fortuna,Alleman,2015-12-09T00:00:00Z,capture,night
NA,NA,151209_J03,446,Fortuna,Alleman,2015-12-09T00:00:00Z,capture,night
NA,NA,151209_J04,446,Fortuna,Alleman,2015-12-09T00:00:00Z,capture,night
NA,NA,151209_J05,446,Fortuna,Alleman,2015-12-09T00:00:00Z,capture,night
NA,NA,151209_J06,446,Fortuna,Alleman,2015-12-09T00:00:00Z,capture,night
NA,NA,151209_J07,446,Fortuna,Alleman,2015-12-09T00:00:00Z,capture,night
NA,NA,151209_J08,446,Fortuna,Alleman,2015-12-09T00:00:00Z,capture,night
NA,NA,NA,446,Fortuna,Alleman,2015-12-09T00:00:00Z,visual,night
NA,NA,NA,446,Fortuna,Alleman,2015-12-09T00:00:00Z,call,night
NA,NA,NA,447,Fortuna,Alleman,2015-12-09T00:00:00Z,NA,day
NA,NA,NA,446,Fortuna,Alleman,2015-12-09T00:00:00Z,call,night
NA,NA,NA,452,Fortuna,Alleman,2015-12-10T00:00:00Z,NA,day
NA,NA,160716_A07,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A08,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A09,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A10,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A11,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A12,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A13,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A14,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A15,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A16,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A17,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A18,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A19,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A20,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A21,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A22,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,160716_A23,616,Fortuna,Alleman,2016-07-16T00:00:00Z,capture,night
NA,NA,NA,616,Fortuna,Alleman,2016-07-16T00:00:00Z,visual,night
NA,NA,NA,616,Fortuna,Alleman,2016-07-16T00:00:00Z,visual,night
NA,NA,NA,615,Fortuna,Alleman,2016-07-16T00:00:00Z,NA,day
NA,NA,160717_A01,618,Fortuna,Alleman,2016-07-17T00:00:00Z,capture,day
NA,NA,160717_A02,618,Fortuna,Alleman,2016-07-17T00:00:00Z,capture,day
NA,NA,NA,621,Fortuna,Alleman,2016-07-18T00:00:00Z,NA,day
NA,NA,NA,664,Fortuna,Alleman,2017-12-11T00:00:00Z,call,day
NA,NA,NA,665,Fortuna,Alleman,2017-12-11T00:00:00Z,call,night
NA,NA,NA,665,Fortuna,Alleman,2017-12-11T00:00:00Z,visual,night
NA,NA,NA,728,Fortuna,Alleman,2018-12-13T00:00:00Z,call,day
NA,NA,NA,728,Fortuna,Alleman,2018-12-13T00:00:00Z,visual,day
NA,NA,NA,728,Fortuna,Alleman,2018-12-13T00:00:00Z,visual,day
NA,NA,NA,728,Fortuna,Alleman,2018-12-13T00:00:00Z,visual,day
NA,NA,NA,728,Fortuna,Alleman,2018-12-13T00:00:00Z,visual,day
NA,NA,NA,728,Fortuna,Alleman,2018-12-13T00:00:00Z,visual,day
NA,NA,NA,728,Fortuna,Alleman,2018-12-13T00:00:00Z,visual,day
NA,NA,NA,728,Fortuna,Alleman,2018-12-13T00:00:00Z,visual,day
NA,NA,181214_I03,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,181214_I04,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,181214_I05,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,181214_I06,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,181214_I07,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,181214_I08,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,181214_I09,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,181214_I10,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,181214_I11,731,Fortuna,Alleman,2018-12-14T00:00:00Z,capture,night
NA,NA,NA,731,Fortuna,Alleman,2018-12-14T00:00:00Z,call,night
NA,NA,NA,731,Fortuna,Alleman,2018-12-14T00:00:00Z,call,night
NA,NA,NA,730,Fortuna,Alleman,2018-12-14T00:00:00Z,visual,day
NA,NA,NA,730,Fortuna,Alleman,2018-12-14T00:00:00Z,visual,day
NA,NA,NA,730,Fortuna,Alleman,2018-12-14T00:00:00Z,visual,day
NA,NA,NA,730,Fortuna,Alleman,2018-12-14T00:00:00Z,visual,day
NA,NA,NA,736,Fortuna,Alleman,2018-12-15T00:00:00Z,visual,day
NA,NA,NA,26,Santa Fe,Altos de Piedra,2012-11-11T00:00:00Z,call,day
NA,NA,121112_01,27,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,day
NA,NA,121112_02,27,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,day
NA,NA,121112_03,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,night
NA,NA,121112_04,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,night
NA,NA,121112_05,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,night
NA,NA,121112_06,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,night
NA,NA,121112_07,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,night
NA,NA,121112_08,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,night
NA,NA,121112_09,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,capture,night
NA,NA,NA,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,call,night
NA,NA,NA,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,call,night
NA,NA,NA,28,Santa Fe,Altos de Piedra,2012-11-12T00:00:00Z,visual,night
NA,NA,121113_01,29,Santa Fe,Altos de Piedra,2012-11-13T00:00:00Z,capture,day
NA,NA,121113_02,29,Santa Fe,Altos de Piedra,2012-11-13T00:00:00Z,capture,day
NA,NA,NA,29,Santa Fe,Altos de Piedra,2012-11-13T00:00:00Z,visual,day
NA,NA,130706_R01,136,Santa Fe,Altos de Piedra,2013-07-06T00:00:00Z,capture,day
NA,NA,NA,136,Santa Fe,Altos de Piedra,2013-07-06T00:00:00Z,visual,day
NA,NA,NA,136,Santa Fe,Altos de Piedra,2013-07-06T00:00:00Z,visual,day
NA,NA,NA,136,Santa Fe,Altos de Piedra,2013-07-06T00:00:00Z,visual,day
NA,NA,130707_R01,138,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,day
NA,NA,130707_R02,139,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,night
NA,NA,130707_R03,139,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,night
NA,NA,130707_R04,139,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,night
NA,NA,130707_R05,139,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,night
NA,NA,130707_R06,139,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,night
NA,NA,130707_R07,139,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,night
NA,NA,130707_R08,139,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,night
NA,NA,130707_R09,139,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,capture,night
NA,NA,NA,138,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,visual,day
NA,NA,NA,138,Santa Fe,Altos de Piedra,2013-07-07T00:00:00Z,visual,day
NA,NA,130708_R01,143,Santa Fe,Altos de Piedra,2013-07-08T00:00:00Z,capture,night
NA,NA,130708_R02,143,Santa Fe,Altos de Piedra,2013-07-08T00:00:00Z,capture,night
NA,NA,130708_R03,143,Santa Fe,Altos de Piedra,2013-07-08T00:00:00Z,capture,night
NA,NA,130708_R04,143,Santa Fe,Altos de Piedra,2013-07-08T00:00:00Z,capture,night
NA,NA,130708_R05,143,Santa Fe,Altos de Piedra,2013-07-08T00:00:00Z,capture,night
NA,NA,130708_R06,143,Santa Fe,Altos de Piedra,2013-07-08T00:00:00Z,capture,night
NA,NA,130709_R01,147,Santa Fe,Altos de Piedra,2013-07-09T00:00:00Z,capture,day
NA,NA,130709_R02,147,Santa Fe,Altos de Piedra,2013-07-09T00:00:00Z,capture,day
NA,NA,130709_R03,147,Santa Fe,Altos de Piedra,2013-07-09T00:00:00Z,capture,day
NA,NA,NA,147,Santa Fe,Altos de Piedra,2013-07-09T00:00:00Z,visual,day
33.7,0.0337,140706_R01,290,Santa Fe,Altos de Piedra,2014-07-06T00:00:00Z,capture,day
33.7,0.0337,140706_R02,290,Santa Fe,Altos de Piedra,2014-07-06T00:00:00Z,capture,day
33.7,0.0337,140706_R03,290,Santa Fe,Altos de Piedra,2014-07-06T00:00:00Z,capture,day
33.7,0.0337,140706_R04,290,Santa Fe,Altos de Piedra,2014-07-06T00:00:00Z,capture,day
34.6,0.0346,140707_R01,298,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
34.6,0.0346,140707_R02,298,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
34.6,0.0346,140707_R03,298,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
34.6,0.0346,140707_R04,298,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
34.6,0.0346,140707_R05,298,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
34.6,0.0346,140707_R06,298,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
34.7,0.0347,140707_R07,296,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
34.7,0.0347,140707_R08,296,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
34.7,0.0347,140707_R09,296,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,day
35.2,0.0352,140707_R10,297,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,night
35.2,0.0352,140707_R11,297,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,night
35.2,0.0352,140707_R12,297,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,night
35.2,0.0352,140707_R13,297,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,night
35.2,0.0352,140707_R14,297,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,night
35.2,0.0352,140707_R15,297,Santa Fe,Altos de Piedra,2014-07-07T00:00:00Z,capture,night
35.2,0.0352,140708_R01,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
35.2,0.0352,140708_R02,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
35.2,0.0352,140708_R03,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
35.2,0.0352,140708_R04,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
35.2,0.0352,140708_R05,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
35.2,0.0352,140708_R06,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
35.2,0.0352,140708_R07,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
35.2,0.0352,140708_R08,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
35.2,0.0352,140708_R09,301,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,day
31.1,0.0311,140708_R10,303,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,night
31.1,0.0311,140708_R11,303,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,night
31.1,0.0311,140708_R12,303,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,night
31.1,0.0311,140708_R13,303,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,night
31.1,0.0311,140708_R14,303,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,night
31.1,0.0311,140708_R15,303,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,night
31.1,0.0311,140708_R16,303,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,night
31.1,0.0311,140708_R17,303,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,capture,night
35.1,0.0351,NA,302,Santa Fe,Altos de Piedra,2014-07-08T00:00:00Z,NA,day
37.7,0.0377,140716_R01,315,Santa Fe,Altos de Piedra,2014-07-16T00:00:00Z,capture,day
37.7,0.0377,140716_R02,315,Santa Fe,Altos de Piedra,2014-07-16T00:00:00Z,capture,day
NA,NA,141209_J01,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,capture,night
NA,NA,141209_J02,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,capture,night
NA,NA,141209_J03,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,capture,night
NA,NA,141209_J04,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,capture,night
NA,NA,141209_J05,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,capture,night
NA,NA,141209_J06,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,capture,night
NA,NA,141209_J07,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,capture,night
NA,NA,NA,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,call,night
NA,NA,NA,320,Santa Fe,Altos de Piedra,2014-12-09T00:00:00Z,visual,night
NA,NA,150710_01,400,Santa Fe,Altos de Piedra,2015-07-10T00:00:00Z,capture,day
NA,NA,NA,400,Santa Fe,Altos de Piedra,2015-07-10T00:00:00Z,call,day
NA,NA,NA,400,Santa Fe,Altos de Piedra,2015-07-10T00:00:00Z,visual,day
NA,NA,NA,400,Santa Fe,Altos de Piedra,2015-07-10T00:00:00Z,visual,day
NA,NA,NA,400,Santa Fe,Altos de Piedra,2015-07-10T00:00:00Z,visual,day
NA,NA,150711_01,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_02,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_03,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_04,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_05,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_06,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_07,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_08,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_09,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_10,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_11,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_12,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_13,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_14,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_15,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_16,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_17,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_18,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_19,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_20,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_21,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,day
NA,NA,150711_22,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_23,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_24,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_25,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_26,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_27,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_28,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_29,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_30,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,150711_31,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,capture,night
NA,NA,NA,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,visual,day
NA,NA,NA,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,visual,day
NA,NA,NA,401,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,visual,day
NA,NA,NA,402,Santa Fe,Altos de Piedra,2015-07-11T00:00:00Z,visual,night
NA,NA,NA,403,Santa Fe,Altos de Piedra,2015-07-12T00:00:00Z,call,day
NA,NA,NA,403,Santa Fe,Altos de Piedra,2015-07-12T00:00:00Z,visual,day
NA,NA,160709_A01,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_A02,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_A03,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_A04,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_A05,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_A06,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_A07,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_A08,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_A09,601,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_A10,601,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_A11,601,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_A12,601,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_A13,601,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_A14,601,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_A15,601,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_A16,601,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G01,598,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_G02,598,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,day
NA,NA,160709_G03,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G04,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G05,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G06,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G07,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G08,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G09,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G10,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G11,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G12,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G13,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G14,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G15,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G16,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G17,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G18,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G19,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,160709_G20,599,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,capture,night
NA,NA,NA,598,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,call,day
NA,NA,NA,598,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,visual,day
NA,NA,NA,598,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,visual,day
NA,NA,NA,598,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,visual,day
NA,NA,NA,598,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,visual,day
NA,NA,NA,600,Santa Fe,Altos de Piedra,2016-07-09T00:00:00Z,visual,day
NA,NA,160710_A01,602,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,160710_A02,602,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,160710_A03,602,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,160710_A04,602,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,160710_A05,602,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,160710_A06,602,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,160710_A07,602,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,160710_G01,603,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,160710_G02,603,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,capture,day
NA,NA,NA,603,Santa Fe,Altos de Piedra,2016-07-10T00:00:00Z,visual,day
NA,NA,160711_A01,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_A02,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_A03,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_A04,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_A05,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_A06,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_A07,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_A08,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_A09,604,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G01,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G02,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G03,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G04,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G05,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G06,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G07,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G08,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G09,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G10,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,160711_G11,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,capture,day
NA,NA,NA,605,Santa Fe,Altos de Piedra,2016-07-11T00:00:00Z,visual,day
NA,NA,181213_J01,729,Santa Fe,Altos de Piedra,2018-12-13T00:00:00Z,capture,day
NA,NA,181213_J02,729,Santa Fe,Altos de Piedra,2018-12-13T00:00:00Z,capture,day
NA,NA,181213_J03,729,Santa Fe,Altos de Piedra,2018-12-13T00:00:00Z,capture,day
NA,NA,NA,729,Santa Fe,Altos de Piedra,2018-12-13T00:00:00Z,visual,day
NA,NA,NA,729,Santa Fe,Altos de Piedra,2018-12-13T00:00:00Z,visual,day
