region,site,date,start_time,end_time,capture_time,species,swab_id,photo,photo_id,notes_amphib1,notes_amphib2,notes_species_merge,correct_species
El Cope,Rio Marta,7/5/2016,15:05:00,18:50:00,16:44:00,see notes,160705_A22,1,332-334,NA,pH meter won't change modes between pH and TDS --> (broken?),Rhinella marina or Rhaebo haematiticus,
El Cope,Rio Marta,7/5/2016,15:05:00,18:50:00,18:02:00,see notes,160705_A27,1,335-340,Growth on chin,pH meter won't change modes between pH and TDS --> (broken?),Rhinella marina or Rhaebo haematiticus,
El Cope,Rio Marta,11/26/2018,13:10:00,16:28:00,14:00:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/26/2018,13:10:00,16:28:00,15:56:00,unknown species,NA,1,NA,"too small to swab/handle.  SVL <10mm, mass <1g",NA,NA,
El Cope,Rio Marta,11/26/2018,13:10:00,16:28:00,14:25:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/26/2018,13:10:00,16:28:00,14:50:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/26/2018,13:10:00,16:28:00,15:20:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/26/2018,13:10:00,16:28:00,14:20:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/26/2018,16:30:00,17:55:00,17:05:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,14:08:00,15:40:00,15:00:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,13:45:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,13:55:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,12:50:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,10:03:00,unknown species,NA,0,NA,300 eggs,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,09:57:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,13:20:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,11:20:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,13:35:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/27/2018,09:43:00,12:40:00,13:05:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/28/2018,09:00:00,10:25:00,09:30:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/28/2018,09:00:00,10:25:00,10:10:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/28/2018,09:00:00,10:25:00,09:22:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/28/2018,09:00:00,10:25:00,09:37:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Marta,11/28/2018,09:00:00,10:25:00,10:05:00,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Tigrero,6/3/2013,13:50:00,16:30:00,16:02:00,unknown species,130603_C04,0,NA,NA,NA,NA,
El Cope,Rio Tigrero,6/3/2013,13:50:00,16:30:00,16:02:00,unknown species,130603_C05,0,NA,NA,NA,NA,
El Cope,Rio Tigrero,7/18/2014,10:00:00,17:00:00,11:03:00,unknown species,140718_R02,1,RP,"Survey B and tadpole C. CC saw 2 A. atelopus juvis the previous day. has not rained ~20 days, stream very low compared to previous times and it started to rain 12PM. Larger temp. gun used. water meter not working.",NA,check species. Photo by Rachel. Toad,
El Cope,Rio Tigrero,7/1/2016,13:00:00,15:58:00,15:38:00,unknown species,160701_A08,1,94-98,NA,NA,NA,
El Cope,Rio Tigrero,7/1/2016,13:00:00,15:58:00,15:38:00,unknown species,160701_A09,1,98-103,NA,NA,NA,
El Cope,Rio Tigrero,7/1/2016,13:00:00,15:58:00,15:38:00,unknown species,160701_A10,1,104-110,NA,NA,NA,
El Cope,Rio Tigrero,11/19/2018,10:53:00,14:00:00,NA,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Tigrero,11/19/2018,10:53:00,14:00:00,NA,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Tigrero,11/19/2018,10:53:00,14:00:00,NA,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Rio Tigrero,11/19/2018,10:53:00,14:00:00,NA,unknown species,NA,0,NA,NA,NA,NA,
Caribbean,Sargentita,7/22/2015,20:26:00,22:20:00,21:20:00,unknown species,150722_08,1,271-281,NA,NA,NA,
Caribbean,Sargentita,7/22/2015,20:26:00,22:20:00,22:59:00,unknown species,150722_10,1,282-286,NA,NA,NA,
Caribbean,Sargentita,1/25/2016,19:25:00,21:55:00,21:15:00,see notes,160125_09,1,GMR,NA,NA,unknown species or Pristimantis spp,
Caribbean,Sargentita,7/21/2016,20:50:00,21:50:00,21:09:00,unknown species,160721_A01,1,939-952,NA,NA,NA,
Caribbean,Sargentita,7/22/2016,19:20:00,21:45:00,20:14:00,unknown species,160722_A17,1,012-0020,NA,160722G01 - Parasite,NA,
Caribbean,Sargentita,7/22/2016,19:20:00,21:45:00,22:19:00,unknown species,160722_A20,0,NA,NA,160722G01 - Parasite,NA,
El Cope,Sophia Stream,6/2/2013,09:30:00,11:33:00,NA,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Sophia Stream,6/13/2014,09:40:00,18:00:00,NA,unknown species,NA,0,NA,"*stream is very dry* many sections are without water. At 14:20, rained very hard til 15:30",NA,NA,
El Cope,Sophia Stream,6/13/2014,09:40:00,18:00:00,NA,unknown species,NA,0,NA,"*stream is very dry* many sections are without water. At 14:20, rained very hard til 15:30",NA,NA,
El Cope,Sophia Stream,12/17/2014,10:29:00,14:33:00,NA,unknown species,NA,0,NA,NA,NA,NA,
El Cope,Sophia Stream,12/16/2015,20:30:00,22:07:00,20:50:00,unknown species,151216_A23,1,GMR,"Only made it to 110m along transect, turned back because stream was dry",NA,Goncalo photo,
El Cope,Sophia Stream,12/16/2015,20:30:00,22:07:00,21:55:00,unknown species,151216_A26,1,GMR,"Only made it to 110m along transect, turned back because stream was dry",NA,Goncalo photo,
El Cope,Sophia Stream,8/7/2019,14:40:00,16:24:00,14:49:00,unknown species,190807_01,1,KB,maybe RHAHAE,NA,NA,
El Cope,Sophia Stream,8/7/2019,14:40:00,16:24:00,16:00:00,unknown species,190807_06,0,NA,maybe RHAHAE,NA,NA,
El Cope,Sophia Stream,8/7/2019,14:40:00,16:24:00,16:12:00,unknown species,190807_07,0,NA,"check species, says large toad, maybe RHAHAE",NA,NA,
El Cope,Sophia Stream,8/8/2019,14:11:00,15:42:00,NA,unknown species,190808_K05,0,NA,"Collected DOD, found by house caretaker, salamander probably killed by weed wacker.",NA,NA,
El Cope,Sophia Stream,12/11/2019,18:53:00,21:51:00,NA,unknown species,191211_46,NA,NA,NA,NA,NA,
El Cope,Sophia Stream,12/11/2019,18:53:00,21:51:00,NA,unknown species,191211_47,NA,NA,NA,NA,NA,
El Cope,Sophia Stream,12/11/2019,18:53:00,21:51:00,NA,unknown species,191211_48,NA,NA,NA,NA,NA,
El Cope,Sophia Stream,12/11/2019,18:53:00,21:51:00,NA,unknown species,191211_49,NA,NA,NA,NA,NA,
El Cope,Sophia Stream,12/11/2019,18:53:00,21:51:00,NA,unknown species,191211_50,NA,NA,NA,NA,NA,
El Valle,Sora,10/27/2012,11:00:00,15:00:00,NA,unknown species,NA,0,NA,"old egg mass from day 2, dry, mites and ants on some of the eggs",NA,NA,
El Valle,Sora,10/27/2012,11:00:00,15:00:00,11:25:00,unknown species,NA,0,NA,50 eggs,NA,NA,
El Valle,Sora,10/28/2012,10:41:00,12:30:00,11:25:00,unknown species,NA,0,NA,50 eggs,NA,NA,
El Valle,Sora,5/20/2014,10:50:00,14:30:00,12:30:00,see notes,140520_01,1,Rp: 1778-91,NA,NA,unknown species or Hyloscirtus palmeri,
El Valle,Sora,12/2/2015,13:47:00,16:32:00,NA,unknown species,NA,0,NA,"10 eggs, or 10 egg masses?",NA,NA,
